Locality,Zip code,Property type,Price,Bedrooms,Living area,Surface of the plot,Facades,Building condition,Fireplace,Equipped kitchen,Garden,Garden surface,Terrace,Terrace surface,Furnished,Swimming pool,Province,Property,Region
Gent,9000,House,375000,4.0,150.0,108.0,2.0,To be done up,0,0,0,0.0,1,12.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2547,House,389000,3.0,146.0,253.0,2.0,Not mentioned,1,0,1,93.0,0,0.0,0,0,Antwerp,House,Flanders
Halle-Vilvoorde,1500,House,399000,2.0,100.0,135.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Brugge,8301,House,415000,,105.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Brugge,8310,House,415000,4.0,159.0,100.0,2.0,Good,0,0,1,40.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Halle-Vilvoorde,1831,House,419000,4.0,180.0,253.0,3.0,Good,0,0,0,0.0,1,9.0,0,0,Vlaams-Brabant,House,Flanders
Halle-Vilvoorde,1600,Villa,420000,2.0,150.0,521.0,4.0,To be done up,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Halle-Vilvoorde,1760,House,425000,3.0,232.0,580.0,2.0,To be done up,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Brussels,1083,House,435000,3.0,125.0,230.0,3.0,To be done up,0,0,0,0.0,0,0.0,0,0,Brussels,House,Brussels
Gent,9940,House,445000,4.0,160.0,661.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2900,House,449000,3.0,183.0,215.0,2.0,Just renovated,0,0,1,145.0,0,0.0,0,0,Antwerp,House,Flanders
Gent,9820,Villa,449000,3.0,140.0,934.0,4.0,Good,0,1,1,779.0,1,18.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2390,House,525000,3.0,257.0,1768.0,4.0,Good,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Mechelen,2560,House,525000,3.0,191.0,1276.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Sint-Niklaas,9160,House,525000,3.0,194.0,1048.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1120,Apartment_Block,535000,1.0,283.0,230.0,2.0,Not mentioned,0,0,1,65.0,1,26.0,0,0,Brussels,Other,Brussels
Nivelles,1410,House,549000,4.0,187.0,276.0,3.0,Good,0,1,1,276.0,0,0.0,0,0,Brabant Wallon,House,Wallonia
Halle-Vilvoorde,1790,House,570000,3.0,240.0,810.0,4.0,As new,0,1,1,510.0,1,30.0,0,0,Vlaams-Brabant,House,Flanders
Aalst,9400,Villa,575000,4.0,330.0,1360.0,4.0,Good,1,0,1,1000.0,1,20.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1600,House,579000,3.0,180.0,360.0,3.0,As new,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Halle-Vilvoorde,1785,Villa,649000,3.0,225.0,628.0,4.0,Not mentioned,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Roeselare,8800,House,675000,3.0,295.0,3598.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Mechelen,2820,House,680000,3.0,206.0,2407.0,,Not mentioned,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Brugge,8020,House,685000,5.0,270.0,7219.0,4.0,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Dendermonde,9200,Villa,695000,5.0,414.0,1600.0,4.0,Good,1,0,1,1600.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9400,Villa,699000,3.0,525.0,1694.0,4.0,As new,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Verviers,4800,Mansion,735000,5.0,464.0,1826.0,4.0,Good,0,1,1,1496.0,1,45.0,0,0,Liège,House,Wallonia
Brugge,8300,Villa,749000,3.0,141.0,247.0,3.0,As new,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Leuven,3080,Apartment_Block,750000,5.0,244.0,385.0,3.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,Other,Flanders
Brussels,1000,House,765000,4.0,157.0,,2.0,Not mentioned,0,0,1,62.0,1,17.0,0,0,Brussels,House,Brussels
Halle-Vilvoorde,1850,Mansion,790000,4.0,430.0,628.0,2.0,Not mentioned,1,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Antwerp,2547,House,799000,6.0,290.0,393.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Verviers,4861,Farmhouse,799000,3.0,532.0,21000.0,4.0,To renovate,0,1,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Turnhout,2328,House,849000,5.0,411.0,1760.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Halle-Vilvoorde,1861,House,850000,5.0,289.0,1020.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,1,Vlaams-Brabant,House,Flanders
Diksmuide,8647,House,899000,4.0,313.0,5657.0,4.0,Good,0,0,1,3513.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Antwerp,2930,Villa,1185000,5.0,332.0,1561.0,2.0,Good,1,1,0,0.0,1,44.0,0,0,Antwerp,House,Flanders
Antwerp,2018,House,1195000,7.0,464.0,235.0,2.0,To be done up,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Antwerp,2547,Villa,1275000,4.0,323.0,1611.0,4.0,Good,1,0,0,0.0,0,0.0,0,1,Antwerp,House,Flanders
Antwerp,2000,Exceptional_Property,1445000,5.0,626.0,251.0,2.0,To be done up,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Brussels,1180,Exceptional_Property,2190000,6.0,636.0,890.0,2.0,Good,0,1,1,580.0,1,49.0,0,0,Brussels,House,Brussels
Antwerp,2950,Villa,2275000,6.0,719.0,3600.0,4.0,Good,0,0,1,3600.0,0,0.0,0,0,Antwerp,House,Flanders
Gent,9000,House,289000,2.0,58.0,30.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Turnhout,2235,House,335000,4.0,215.0,1250.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Dinant,5550,House,360000,8.0,242.0,700.0,3.0,As new,0,1,1,500.0,0,0.0,0,0,Namur,House,Wallonia
Tielt,8700,House,389000,3.0,,213.0,3.0,Just renovated,0,1,1,140.0,1,25.0,0,0,West-Vlaanderen,House,Flanders
Tielt,8700,House,397400,3.0,152.0,270.0,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Gent,9070,Villa,1150000,5.0,360.0,746.0,4.0,As new,1,1,1,746.0,1,60.0,0,1,Oost-Vlaanderen,House,Flanders
Mouscron,7712,House,209000,3.0,100.0,301.0,3.0,Good,0,1,1,200.0,0,0.0,0,0,Hainaut,House,Wallonia
Eeklo,9900,Town_House,215000,2.0,,435.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Dinant,5500,Town_House,180000,4.0,185.0,60.0,,Good,0,0,0,0.0,0,0.0,0,0,Namur,House,Wallonia
Dendermonde,9280,House,229000,2.0,100.0,60.0,2.0,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Namur,5300,House,239000,3.0,130.0,550.0,3.0,Not mentioned,0,0,0,0.0,1,24.0,0,0,Namur,House,Wallonia
Dinant,5500,House,240000,4.0,200.0,130.0,,To restore,0,0,0,0.0,0,0.0,0,0,Namur,House,Wallonia
Huy,4520,House,245000,3.0,172.0,720.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Brugge,8490,House,399000,4.0,194.0,361.0,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Nivelles,1495,Mixed_Use_Building,400000,6.0,290.0,404.0,3.0,Just renovated,0,0,0,0.0,1,592.0,0,0,Brabant Wallon,Other,Wallonia
Gent,9032,Villa,479000,4.0,166.0,735.0,,To renovate,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9340,House,480290,3.0,,895.0,,Good,0,0,1,895.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1640,House,560000,3.0,192.0,1120.0,3.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Antwerp,2630,Villa,625000,2.0,126.0,1000.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Eeklo,9060,House,650000,6.0,222.0,489.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1190,Villa,4850000,7.0,800.0,4895.0,4.0,Good,0,1,1,4400.0,1,200.0,0,1,Brussels,House,Brussels
Liège,4100,House,55000,2.0,90.0,60.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Liège,4420,House,89000,2.0,99.0,170.0,2.0,Not mentioned,0,0,1,55.0,0,0.0,0,0,Liège,House,Wallonia
Soignies,7100,House,99000,2.0,123.0,160.0,2.0,To be done up,0,0,1,50.0,0,0.0,0,0,Hainaut,House,Wallonia
Roeselare,8870,House,115000,2.0,114.0,288.0,,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Huy,4520,House,120000,3.0,187.0,780.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Kortrijk,8540,House,159000,4.0,157.0,61.0,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Huy,4520,House,169000,2.0,131.0,791.0,3.0,Good,0,0,1,450.0,1,50.0,0,0,Liège,House,Wallonia
Charleroi,6061,House,175000,2.0,175.0,130.0,2.0,Good,0,0,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Kortrijk,8540,House,175000,2.0,110.0,335.0,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Kortrijk,8552,House,179000,3.0,199.0,281.0,,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Halle-Vilvoorde,1502,House,180000,3.0,120.0,90.0,2.0,To restore,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Liège,4460,House,180000,3.0,110.0,290.0,3.0,To be done up,0,0,1,109.0,0,0.0,0,0,Liège,House,Wallonia
Huy,4500,House,184000,3.0,149.0,593.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Liège,4600,House,185000,3.0,176.0,169.0,2.0,To renovate,0,0,0,0.0,1,30.0,0,0,Liège,House,Wallonia
Kortrijk,8790,House,198000,1.0,90.0,90.0,3.0,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Tongeren,3870,House,199000,5.0,195.0,570.0,4.0,To be done up,0,0,1,200.0,0,0.0,0,0,Limburg,House,Flanders
Liège,4400,House,199000,2.0,112.0,,3.0,Just renovated,0,1,1,125.0,1,20.0,0,0,Liège,House,Wallonia
Roeselare,8770,House,199000,3.0,282.0,359.0,,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Kortrijk,8500,House,215000,2.0,125.0,178.0,,To be done up,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Tongeren,3770,House,220000,2.0,171.0,142.0,,Not mentioned,0,0,0,0.0,0,0.0,0,0,Limburg,House,Flanders
Charleroi,6250,House,220000,2.0,111.0,299.0,3.0,Good,0,0,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Neufchâteau,6920,House,229000,4.0,161.0,755.0,2.0,To be done up,0,1,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Virton,6750,House,230000,3.0,153.0,290.0,3.0,To renovate,0,0,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Oostend,8450,House,235000,3.0,120.0,269.0,,Good,0,1,0,0.0,0,0.0,1,0,West-Vlaanderen,House,Flanders
Brugge,8210,House,239000,4.0,147.0,835.0,,Not mentioned,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Kortrijk,8790,House,239000,2.0,100.0,100.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Gent,9940,House,242000,3.0,119.0,403.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Arlon,6792,House,245000,4.0,175.0,214.0,4.0,To renovate,0,0,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Liège,4040,House,249000,3.0,150.0,200.0,3.0,Just renovated,0,1,1,100.0,0,0.0,0,0,Liège,House,Wallonia
Liège,4100,House,249000,2.0,170.0,440.0,2.0,Not mentioned,0,1,1,322.0,1,45.0,0,0,Liège,House,Wallonia
Aalst,9500,House,249000,3.0,92.0,1090.0,3.0,Just renovated,0,0,1,800.0,1,42.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9600,Mixed_Use_Building,250000,5.0,,480.0,2.0,To be done up,0,1,0,0.0,1,10.0,0,0,Oost-Vlaanderen,Other,Flanders
Huy,4540,House,253000,4.0,181.0,870.0,3.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Dinant,5590,House,255000,3.0,132.0,1000.0,4.0,Good,0,0,1,1000.0,0,0.0,0,0,Namur,House,Wallonia
Huy,4530,House,259000,2.0,155.0,173.0,2.0,Just renovated,0,1,1,62.0,1,20.0,0,0,Liège,House,Wallonia
Huy,4540,House,259000,3.0,145.0,470.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Huy,4540,Bungalow,259000,3.0,150.0,1626.0,4.0,To be done up,0,0,1,1326.0,1,26.0,0,0,Liège,House,Wallonia
Liège,4020,Town_House,269000,3.0,100.0,650.0,3.0,Good,0,1,1,450.0,1,40.0,0,1,Liège,House,Wallonia
Liège,4040,House,269000,3.0,130.0,104.0,4.0,As new,0,1,0,0.0,1,32.0,0,0,Liège,House,Wallonia
Mechelen,2830,House,275000,3.0,117.0,207.0,2.0,To renovate,0,1,1,121.0,1,7.0,0,0,Antwerp,House,Flanders
Oostend,8470,House,275000,4.0,350.0,360.0,2.0,Just renovated,0,1,1,200.0,1,20.0,0,0,West-Vlaanderen,House,Flanders
Gent,9000,House,275000,2.0,66.0,22.0,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Kortrijk,8510,House,279000,3.0,141.0,250.0,,Good,0,1,0,0.0,0,0.0,1,0,West-Vlaanderen,House,Flanders
Liège,4460,House,280000,4.0,238.0,428.0,3.0,Not mentioned,0,1,1,209.0,1,25.0,0,0,Liège,House,Wallonia
Marche-En-Famenne,6940,House,281500,3.0,135.0,1084.0,4.0,As new,1,1,1,700.0,1,40.0,0,0,Luxembourg,House,Wallonia
Liège,4140,House,285000,4.0,229.0,430.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Antwerp,2140,Mixed_Use_Building,289000,2.0,170.0,55.0,,Not mentioned,0,0,0,0.0,1,10.0,0,0,Antwerp,Other,Flanders
Dinant,5590,House,290000,5.0,250.0,2014.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,Namur,House,Wallonia
Brussels,1140,House,295000,3.0,151.0,65.0,2.0,To renovate,0,1,0,0.0,0,0.0,0,0,Brussels,House,Brussels
Charleroi,6220,House,295000,6.0,180.0,905.0,4.0,To renovate,0,0,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Virton,6760,House,295000,5.0,250.0,510.0,3.0,To be done up,0,0,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Sint-Niklaas,9120,House,295000,2.0,120.0,140.0,2.0,As new,0,1,0,0.0,1,24.0,0,0,Oost-Vlaanderen,House,Flanders
Dendermonde,9230,House,295000,2.0,223.0,205.0,2.0,Not mentioned,0,0,1,54.0,1,52.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9550,House,295000,3.0,167.0,232.0,2.0,Good,0,0,1,115.0,1,22.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9630,House,295000,2.0,186.0,3200.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Mechelen,2590,House,299000,2.0,62.0,,3.0,Just renovated,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Brugge,8000,House,299000,2.0,122.0,98.0,2.0,Good,0,1,0,0.0,1,30.0,0,0,West-Vlaanderen,House,Flanders
Aalst,9550,House,299000,3.0,165.0,1725.0,4.0,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9600,House,299000,4.0,100.0,535.0,3.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Huy,4520,House,299500,3.0,160.0,420.0,4.0,Not mentioned,0,0,1,234.0,1,50.0,0,0,Liège,House,Wallonia
Nivelles,1420,Mixed_Use_Building,300000,2.0,180.0,110.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,Brabant Wallon,Other,Wallonia
Gent,9940,House,309000,3.0,130.0,760.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Mechelen,2590,House,314000,5.0,207.0,,3.0,To renovate,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Veurne,8620,House,315000,7.0,290.0,242.0,,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Oudenaarde,9600,House,317500,3.0,125.0,379.0,3.0,Not mentioned,0,0,0,0.0,1,20.0,0,0,Oost-Vlaanderen,House,Flanders
