Locality,Zip code,Property type,Price,Bedrooms,Living area,Surface of the plot,Facades,Building condition,Fireplace,Equipped kitchen,Garden,Garden surface,Terrace,Terrace surface,Furnished,Swimming pool,Province,Property,Region
Bruxelles,1200,Apartment,375000,3.0,134.0,,,Good,0,1,0,0.0,1,30.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1140,Apartment,380000,2.0,90.0,,2.0,As new,0,1,0,0.0,1,10.0,0,0,Brussels,Apartment,Brussels
Ostende,8400,Apartment,380000,4.0,133.0,,,Just renovated,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Audenarde,9600,Apartment,395000,2.0,83.0,,,As new,0,0,0,0.0,1,21.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Anvers,2940,Ground_Floor,399000,2.0,131.0,,3.0,Good,0,1,0,0.0,1,65.0,0,0,Antwerp,Other,Flanders
Bruges,8000,Apartment,399000,2.0,169.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1050,Penthouse,465000,1.0,92.0,,2.0,Just renovated,1,1,0,0.0,1,18.0,0,0,Brussels,Apartment,Brussels
Audenarde,9600,Apartment,475000,2.0,91.0,,,As new,0,0,0,0.0,1,61.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,479000,2.0,72.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Courtrai,8500,Apartment,492000,2.0,116.0,,,As new,0,1,0,0.0,1,55.0,0,0,West-Vlaanderen,Apartment,Flanders
Louvain,3000,Apartment,495000,3.0,125.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,Apartment,Flanders
Audenarde,9600,Apartment,495000,2.0,91.0,,,As new,0,0,0,0.0,1,66.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruxelles,1200,Penthouse,500000,2.0,109.0,,,As new,0,1,0,0.0,1,40.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1000,Penthouse,515000,2.0,103.0,,2.0,Good,0,1,0,0.0,1,35.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1000,Penthouse,525000,2.0,97.0,,2.0,Good,0,1,0,0.0,1,42.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1000,Apartment,565000,2.0,170.0,,,As new,0,0,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1080,Apartment,565000,2.0,170.0,,,As new,0,0,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1150,Apartment,590000,3.0,1602.0,,3.0,Good,1,0,0,0.0,1,452.0,0,0,Brussels,Apartment,Brussels
Bruges,8300,Apartment,590000,2.0,83.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,595000,2.0,55.0,,2.0,Just renovated,0,1,0,0.0,0,0.0,1,0,West-Vlaanderen,Apartment,Flanders
Bruges,8301,Apartment,595000,2.0,84.0,,4.0,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,615000,2.0,91.0,,2.0,Just renovated,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Audenarde,9600,Apartment,625000,3.0,161.0,,,As new,0,0,0,0.0,1,50.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,645000,3.0,87.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Hasselt,3500,Penthouse,695000,2.0,235.0,,,As new,0,1,0,0.0,1,20.0,0,0,Limburg,Apartment,Flanders
Malines,2800,Loft,789000,4.0,215.0,,3.0,Good,0,1,0,0.0,1,80.0,0,0,Antwerp,Apartment,Flanders
Bruges,8300,Apartment,899000,2.0,59.0,,2.0,Just renovated,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Furnes,8660,Apartment,899000,3.0,128.0,,,Just renovated,0,1,0,0.0,1,10.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,900000,2.0,93.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1180,Apartment,990000,5.0,223.0,,2.0,To renovate,0,0,0,0.0,1,75.0,0,0,Brussels,Apartment,Brussels
Furnes,8620,Apartment,1150000,3.0,200.0,,2.0,Just renovated,0,1,0,0.0,0,0.0,1,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1000,Apartment,1350000,4.0,291.0,,2.0,To be done up,1,0,0,0.0,1,12.0,0,0,Brussels,Apartment,Brussels
Bruges,8301,Apartment,1495000,3.0,112.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,1585000,3.0,112.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,1600000,2.0,106.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1050,Loft,1725000,3.0,356.0,,,As new,0,1,0,0.0,1,80.0,0,0,Brussels,Apartment,Brussels
Bruges,8300,Apartment,2815000,4.0,137.0,,,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Liège,4053,Apartment,229000,2.0,102.0,,4.0,Good,0,1,0,0.0,0,0.0,0,0,Liège,Apartment,Wallonia
Ostende,8430,Apartment,245000,,38.0,,,Just renovated,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Roulers,8770,Apartment,270000,2.0,96.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Huy,4540,Apartment,299500,3.0,115.0,,2.0,As new,0,1,0,0.0,1,14.0,0,0,Liège,Apartment,Wallonia
Bruges,8300,Apartment,385000,1.0,58.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Ostende,8400,Apartment,220000,2.0,,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Anvers,2018,Apartment,229000,1.0,62.0,,,Not mentioned,0,0,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Anvers,2018,Apartment,255000,2.0,88.0,,3.0,Good,0,1,0,0.0,1,12.0,0,0,Antwerp,Apartment,Flanders
Gand,9000,Flat_Studio,269000,1.0,38.0,,2.0,Just renovated,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Nivelles,1348,Duplex,315000,2.0,70.0,,,Good,0,1,0,0.0,1,6.0,0,0,Brabant Wallon,Apartment,Wallonia
Bruxelles,1050,Apartment,395000,2.0,94.0,,2.0,Not mentioned,0,1,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Ostende,8400,Apartment,440000,3.0,94.0,,3.0,As new,0,1,0,0.0,1,28.0,0,0,West-Vlaanderen,Apartment,Flanders
Ostende,8434,Apartment,249000,1.0,68.0,,,Just renovated,0,0,0,0.0,1,6.0,1,0,West-Vlaanderen,Apartment,Flanders
Charleroi,6000,Apartment,235000,3.0,159.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,Hainaut,Apartment,Wallonia
Anvers,2018,Apartment,255000,2.0,75.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Anvers,2000,Apartment,289000,2.0,121.0,,,Not mentioned,0,0,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Nivelles,1348,Apartment,230000,1.0,46.0,,2.0,Good,0,1,0,0.0,1,12.0,0,0,Brabant Wallon,Apartment,Wallonia
Gand,9000,Apartment,795000,3.0,148.0,,,Not mentioned,0,0,0,0.0,1,35.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Arlon,6700,Apartment,270000,1.0,65.0,,,Good,0,1,0,0.0,0,0.0,0,0,Luxembourg,Apartment,Wallonia
Ostende,8400,Duplex,439000,3.0,143.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Termonde,9250,Penthouse,1095000,2.0,256.0,,,As new,0,1,0,0.0,1,120.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Gand,9050,Apartment,249000,2.0,99.0,,,To be done up,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Ostende,8400,Flat_Studio,258000,,33.0,,,Just renovated,0,0,0,0.0,0,0.0,1,0,West-Vlaanderen,Apartment,Flanders
Namur,5190,Duplex,285000,3.0,157.0,,3.0,As new,0,1,0,0.0,1,7.0,0,0,Namur,Apartment,Wallonia
Anvers,2060,Duplex,290000,1.0,126.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Bruges,8310,Apartment,335000,2.0,116.0,,,Not mentioned,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Gand,9000,Apartment,350000,2.0,86.0,,,As new,0,1,0,0.0,1,11.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Gand,9000,Apartment,355000,2.0,85.0,,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Gand,9940,Apartment,367500,2.0,97.0,,,As new,0,0,0,0.0,1,8.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Gand,9940,Apartment,367500,2.0,107.0,,,As new,0,0,0,0.0,1,8.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Gand,9940,Apartment,385500,3.0,145.0,,,As new,0,0,0,0.0,1,9.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Anvers,2100,Loft,498000,2.0,225.0,,,Not mentioned,0,1,0,0.0,1,12.0,0,0,Antwerp,Apartment,Flanders
Anvers,2140,Loft,498000,2.0,225.0,,,Not mentioned,0,1,0,0.0,1,12.0,0,0,Antwerp,Apartment,Flanders
Ostende,8400,Apartment,595000,3.0,131.0,,,Just renovated,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1040,Penthouse,875000,2.0,187.0,,3.0,Just renovated,0,1,0,0.0,1,25.0,0,0,Brussels,Apartment,Brussels
Anvers,2910,Apartment,220000,2.0,,,,To be done up,0,1,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Gand,9000,Apartment,259000,1.0,46.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Ostende,8400,Apartment,335000,3.0,104.0,,,Just renovated,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1020,Loft,345000,1.0,97.0,,2.0,Good,0,1,0,0.0,1,3.0,0,0,Brussels,Apartment,Brussels
Ostende,8434,Apartment,349000,3.0,111.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1170,Duplex,495000,3.0,145.0,,4.0,Not mentioned,1,0,1,100.0,1,80.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1080,Apartment,210000,2.0,69.0,,2.0,Good,0,0,0,0.0,1,8.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1000,Apartment,225000,1.0,41.0,,,Good,0,0,0,0.0,0,0.0,1,0,Brussels,Apartment,Brussels
Bruxelles,1000,Apartment,225000,1.0,60.0,,,Good,0,0,0,0.0,0,0.0,1,0,Brussels,Apartment,Brussels
Bruxelles,1150,Apartment,225000,1.0,72.0,,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1080,Apartment,230000,2.0,80.0,,,Good,0,1,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1180,Apartment,260000,2.0,65.0,,,Good,0,0,0,0.0,1,5.0,0,0,Brussels,Apartment,Brussels
Charleroi,6280,Apartment,275000,2.0,105.0,,3.0,Good,0,1,0,0.0,0,0.0,0,0,Hainaut,Apartment,Wallonia
Bruxelles,1000,Apartment,285000,2.0,76.0,,,Good,0,0,0,0.0,0,0.0,1,0,Brussels,Apartment,Brussels
Liège,4684,Apartment,299000,2.0,115.0,,4.0,As new,0,1,0,0.0,1,13.0,0,0,Liège,Apartment,Wallonia
Hal-Vilvorde,1780,Ground_Floor,330000,1.0,92.0,,,As new,0,0,0,0.0,1,15.0,0,0,Vlaams-Brabant,Other,Flanders
Bruxelles,1050,Apartment,379000,2.0,95.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Malines,2500,Apartment,385000,2.0,93.0,,2.0,As new,0,1,1,133.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Bruxelles,1050,Apartment,410000,2.0,90.0,,4.0,Good,0,1,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1030,Apartment,495000,3.0,185.0,,,Good,0,1,0,0.0,1,20.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1000,Apartment,550000,2.0,140.0,,2.0,Good,0,1,1,70.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1200,Duplex,570000,3.0,131.0,,3.0,As new,0,1,0,0.0,1,45.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1180,Apartment,595000,2.0,85.0,,2.0,As new,0,1,0,0.0,1,5.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1150,Duplex,699000,2.0,187.0,,3.0,As new,0,1,0,0.0,1,24.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1030,Apartment,740000,5.0,220.0,,,To be done up,0,1,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruges,8300,Apartment,799000,2.0,66.0,,2.0,Just renovated,0,0,0,0.0,0,0.0,1,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1050,Apartment,850000,3.0,212.0,,2.0,As new,0,1,0,0.0,1,18.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1150,Penthouse,875000,2.0,187.0,,2.0,Just renovated,0,1,0,0.0,1,25.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1200,Penthouse,875000,2.0,187.0,,3.0,Just renovated,0,1,0,0.0,1,25.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1180,Penthouse,1480000,3.0,296.0,,4.0,As new,0,0,1,180.0,1,30.0,0,0,Brussels,Apartment,Brussels
Bruges,8300,Apartment,2975000,3.0,128.0,,2.0,As new,0,1,0,0.0,1,37.0,0,1,West-Vlaanderen,Apartment,Flanders
Alost,9320,Apartment,227000,2.0,85.0,,2.0,Just renovated,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Gand,9880,Apartment,360000,2.0,145.0,,,To be done up,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruges,8300,Duplex,1095000,2.0,116.0,,,As new,0,0,0,0.0,1,15.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1070,Apartment,249000,2.0,81.0,,,Good,0,1,0,0.0,1,18.0,0,0,Brussels,Apartment,Brussels
Bruges,8301,Apartment,325000,1.0,64.0,,2.0,As new,0,0,0,0.0,1,21.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,379000,2.0,,,,To be done up,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Anvers,2100,Apartment,229000,2.0,106.0,,,Good,0,0,0,0.0,1,5.0,0,0,Antwerp,Apartment,Flanders
Bruxelles,1000,Apartment,439000,2.0,140.0,,2.0,As new,0,1,1,72.0,1,19.0,0,0,Brussels,Apartment,Brussels
Gand,9000,Apartment,310000,4.0,107.0,,2.0,Not mentioned,0,1,1,35.0,1,10.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Turnhout,2200,Apartment,367000,2.0,135.0,,2.0,Good,0,1,1,130.0,1,25.0,0,0,Antwerp,Apartment,Flanders
Dixmude,8600,Apartment,215250,1.0,78.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Gand,9000,Apartment,1575000,2.0,244.0,,2.0,As new,0,1,0,0.0,1,21.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Ostende,8450,Apartment,239000,1.0,67.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Gand,9030,Apartment,338000,2.0,122.0,,2.0,Good,0,1,0,0.0,1,19.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruges,8370,Apartment,465000,2.0,93.0,,2.0,As new,0,1,0,0.0,1,6.0,0,0,West-Vlaanderen,Apartment,Flanders
Anvers,2060,Apartment,695000,6.0,173.0,,,As new,0,0,1,55.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Bruges,8300,Apartment,905000,2.0,96.0,,,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,915000,2.0,96.0,,,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,925000,2.0,96.0,,,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1070,Apartment,240000,2.0,80.0,,,Just renovated,0,0,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Malines,2830,Apartment,339000,3.0,112.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Gand,9050,Apartment,379000,2.0,109.0,,,Not mentioned,0,0,0,0.0,1,26.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,595000,2.0,87.0,,,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,913000,3.0,112.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruges,8300,Apartment,1295000,2.0,126.0,,,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Louvain,3300,Ground_Floor,265000,2.0,85.0,,,As new,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,Other,Flanders
Furnes,8620,Apartment,340000,2.0,63.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1150,Apartment,470000,3.0,140.0,,2.0,To be done up,0,0,0,0.0,1,6.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1080,Apartment,200000,1.0,70.0,,2.0,Good,0,1,0,0.0,1,23.0,0,0,Brussels,Apartment,Brussels
Hal-Vilvorde,1745,Apartment,200000,3.0,91.0,,,To be done up,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,Apartment,Flanders
Gand,9051,Service_Flat,205000,1.0,85.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Other,Flanders
Roulers,8870,Apartment,208000,2.0,87.0,,,Good,0,1,0,0.0,1,8.0,0,0,West-Vlaanderen,Apartment,Flanders
Louvain,3000,Kot,210000,1.0,18.0,,,Good,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,Apartment,Flanders
Ostende,8400,Apartment,210000,2.0,65.0,,,Just renovated,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Thuin,6150,Apartment,215000,2.0,115.0,,4.0,As new,0,1,0,0.0,1,12.0,0,0,Hainaut,Apartment,Wallonia
Furnes,8660,Apartment,217000,2.0,69.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Nivelles,1400,Apartment,220000,1.0,71.0,,,As new,0,1,0,0.0,1,8.0,0,0,Brabant Wallon,Apartment,Wallonia
Ath,7912,Ground_Floor,220000,2.0,105.0,,,As new,0,1,1,240.0,1,12.0,0,0,Hainaut,Other,Wallonia
Bruxelles,1080,Apartment,224500,2.0,75.0,,2.0,Good,0,0,0,0.0,1,3.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1000,Flat_Studio,225000,,51.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1050,Apartment,225000,1.0,48.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1180,Apartment,225000,1.0,55.0,,3.0,Good,0,0,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Anvers,2660,Apartment,225000,2.0,92.0,,2.0,As new,0,1,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Ostende,8434,Apartment,225000,1.0,48.0,,,Just renovated,0,0,0,0.0,0,0.0,1,0,West-Vlaanderen,Apartment,Flanders
Furnes,8660,Apartment,225000,2.0,127.0,,,Good,0,0,0,0.0,1,10.0,0,0,West-Vlaanderen,Apartment,Flanders
Gand,9050,Apartment,225000,2.0,76.0,,,Good,0,0,0,0.0,1,3.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruges,8370,Apartment,227500,2.0,83.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Bruxelles,1081,Apartment,229000,2.0,100.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Roulers,8830,Apartment,229000,2.0,117.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Thuin,6150,Apartment,230000,3.0,115.0,,4.0,As new,0,1,0,0.0,1,12.0,0,0,Hainaut,Apartment,Wallonia
Roulers,8800,Apartment,235000,2.0,77.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Soignies,7860,Apartment,239000,3.0,112.0,,2.0,Just renovated,0,0,1,250.0,1,6.0,0,0,Hainaut,Apartment,Wallonia
Ath,7911,Apartment,239000,2.0,100.0,,,As new,0,1,0,0.0,0,0.0,0,0,Hainaut,Apartment,Wallonia
Bruges,8380,Apartment,239000,2.0,66.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Furnes,8620,Apartment,239000,1.0,53.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Alost,9300,Apartment,239000,2.0,131.0,,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Courtrai,8500,Apartment,239500,2.0,80.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Nivelles,1410,Apartment,245000,2.0,71.0,,2.0,To renovate,0,0,1,303.0,1,26.0,0,0,Brabant Wallon,Apartment,Wallonia
Ostende,8450,Apartment,245000,2.0,75.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Furnes,8660,Apartment,245000,3.0,114.0,,,Good,0,0,0,0.0,1,6.0,0,0,West-Vlaanderen,Apartment,Flanders
Anvers,2960,Apartment,249000,2.0,98.0,,4.0,Good,0,1,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Liège,4000,Apartment,249000,2.0,183.0,,2.0,As new,0,1,0,0.0,0,0.0,0,0,Liège,Apartment,Wallonia
Liège,4050,Apartment,249000,3.0,133.0,,2.0,As new,0,1,1,14.0,1,14.0,0,0,Liège,Apartment,Wallonia
Gand,9050,Apartment,249000,2.0,98.0,,,To be done up,0,0,0,0.0,1,10.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Nivelles,1400,Apartment,250000,2.0,98.0,,2.0,Good,0,1,0,0.0,1,10.0,0,1,Brabant Wallon,Apartment,Wallonia
Anvers,2600,Apartment,259000,3.0,119.0,,2.0,Good,0,0,0,0.0,1,11.0,0,0,Antwerp,Apartment,Flanders
Louvain,3300,Apartment,265000,2.0,89.0,,3.0,Just renovated,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,Apartment,Flanders
Bruges,8380,Penthouse,265000,1.0,41.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Ostende,8400,Apartment,265000,2.0,85.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Alost,9620,Apartment,265000,3.0,123.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Hal-Vilvorde,1731,Apartment,269000,2.0,92.0,,2.0,As new,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,Apartment,Flanders
Anvers,2050,Apartment,269000,2.0,87.0,,,Good,0,0,0,0.0,0,0.0,0,0,Antwerp,Apartment,Flanders
Furnes,8660,Apartment,269000,2.0,72.0,,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
Audenarde,9700,Service_Flat,269000,1.0,67.0,,2.0,As new,0,1,0,0.0,1,10.0,0,0,Oost-Vlaanderen,Other,Flanders
Bruxelles,1030,Apartment,275000,2.0,95.0,,2.0,Good,0,1,0,0.0,1,4.0,0,0,Brussels,Apartment,Brussels
Bruxelles,1150,Apartment,275000,1.0,73.0,,2.0,Good,0,1,0,0.0,1,6.0,0,0,Brussels,Apartment,Brussels
Furnes,8620,Service_Flat,275000,1.0,63.0,,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Other,Flanders
Furnes,8660,Penthouse,279000,2.0,94.0,,,Good,0,0,0,0.0,1,15.0,0,0,West-Vlaanderen,Apartment,Flanders
Gand,9940,Apartment,285000,2.0,89.0,,,Just renovated,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruxelles,1040,Apartment,289000,1.0,79.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,Brussels,Apartment,Brussels
Gand,9040,Apartment,290000,2.0,94.0,,,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Furnes,8660,Apartment,295000,1.0,60.0,,,To be done up,0,0,0,0.0,1,28.0,0,0,West-Vlaanderen,Apartment,Flanders
Gand,9041,Apartment,298000,2.0,90.0,,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Bruxelles,1000,Duplex,299000,1.0,66.0,,2.0,As new,0,1,1,14.0,1,14.0,0,0,Brussels,Apartment,Brussels
Furnes,8620,Apartment,299000,2.0,60.0,,,Good,0,1,0,0.0,0,0.0,1,0,West-Vlaanderen,Apartment,Flanders
Ostende,8434,Apartment,310000,2.0,69.0,,,Good,0,0,0,0.0,0,0.0,1,0,West-Vlaanderen,Apartment,Flanders
Gand,9000,Apartment,315000,3.0,98.0,,2.0,To be done up,0,0,0,0.0,1,15.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Anvers,2640,Ground_Floor,319000,2.0,102.0,,2.0,Just renovated,0,1,1,100.0,1,16.0,0,0,Antwerp,Other,Flanders
Gand,9041,Apartment,319000,2.0,95.0,,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Hal-Vilvorde,1853,Duplex,320000,3.0,128.0,,,Just renovated,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,Apartment,Flanders
Gand,9000,Apartment,329000,2.0,89.0,,3.0,Good,0,1,0,0.0,1,5.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Gand,9070,Apartment,335000,2.0,90.0,,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Apartment,Flanders
Anvers,2020,Apartment,339000,3.0,110.0,,,Just renovated,0,1,0,0.0,1,11.0,0,0,Antwerp,Apartment,Flanders
Bruges,8380,Apartment,339000,2.0,66.0,,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,Apartment,Flanders
